ResponseId,StartDate,EndDate,Duration__in_seconds_,time.ctrl_First_Click,time.ctrl_Last_Click,time.ctrl_Page_Submit,time.ctrl_Click_Count,time.enigm_First_Click,time.enigm_Last_Click,time.enigm_Page_Submit,time.enigm_Click_Count,time.expl.quant_First_Click,time.expl.quant_Last_Click,time.expl.quant_Page_Submit,time.expl.quant_Click_Count,time.benefit_First_Click,time.benefit_Last_Click,time.benefit_Page_Submit,time.benefit_Click_Count,time.risk_First_Click,time.risk_Last_Click,time.risk_Page_Submit,time.risk_Click_Count,time.balanced_First_Click,time.balanced_Last_Click,time.balanced_Page_Submit,time.balanced_Click_Count,time.enig.frame.expl_First_Click,time.enig.frame.expl_Last_Click,time.enig.frame.expl_Page_Submit,time.enig.frame.expl_Click_Count,time.enigm.benefit_First_Click,time.enigm.benefit_Last_Click,time.enigm.benefit_Page_Submit,time.enigm.benefit_Click_Count,time.enigm.risk_First_Click,time.enigm.risk_Last_Click,time.enigm.risk_Page_Submit,time.enigm.risk_Click_Count,time.enigm.balanced_First_Click,time.enigm.balanced_Last_Click,time.enigm.balanced_Page_Submit,time.enigm.balanced_Click_Count,time.expl.benefit_First_Click,time.expl.benefit_Last_Click,time.expl.benefit_Page_Submit,time.expl.benefit_Click_Count,time.expl.risk_First_Click,time.expl.risk_Last_Click,time.expl.risk_Page_Submit,time.expl.risk_Click_Count,time.expl.balanced_First_Click,time.expl.balanced_Last_Click,time.expl.balanced_Page_Submit,time.expl.balanced_Click_Count,time.enigm.expl.ben_First_Click,time.enigm.expl.ben_Last_Click,time.enigm.expl.ben_Page_Submit,time.enigm.expl.ben_Click_Count,time.enigm.expl.risk_First_Click,time.enigm.expl.risk_Last_Click,time.enigm.expl.risk_Page_Submit,time.enigm.expl.risk_Click_Count,time.enigm.expl.bal_First_Click,time.enigm.expl.bal_Last_Click,time.enigm.expl.bal_Page_Submit,time.enigm.expl.bal_Click_Count,Info.seeking_1,Info.seeking_2,Info.seeking_3,general.interest_1,general.interest_2,general.interest_3,general.interest_4,general.interest_5,general.interest_6,internal.efficacy_1,internal.efficacy_2,internal.efficacy_3,internal.efficacy_4,perceived.knowledge_1,perceived.knowledge_2,perceived.knowledge_3,perceived.knowledge_4,FL_32_DO_Control.group,FL_32_DO_Enigmaticframe,FL_32_DO_Explquantumconcept,FL_32_DO_benefitframe,FL_32_DO_riskframe,FL_32_DO_balancedframe,FL_32_DO_enigmaticframeexpl,FL_32_DO_enigmaticbenefit,FL_32_DO_enigmaticrisk,FL_32_DO_enigmaticbalanced,FL_32_DO_explanationbenefit,FL_32_DO_explanationrisk,FL_32_DO_explanationbalanced,FL_32_DO_enigmaticexplbenef,FL_32_DO_Enigmaticexplrisk,FL_32_DO_Enigmaticexplanationbalanced,Explquantumconcept_DO_expl.2a,Explquantumconcept_DO_expl.1a,Explquantumconcept_DO_expl.1b,Explquantumconcept_DO_expl.2b,Explquantumconcept_DO_expl.3a,Explquantumconcept_DO_expl.3b,Explquantumconcept_DO_time.expl.quant,Explquantumconcept_DO_expl.quantum.concept,enigmaticframeexpl_DO_enigm.3b,enigmaticframeexpl_DO_enigm1b,enigmaticframeexpl_DO_enigm.2a,enigmaticframeexpl_DO_enigm.2b,enigmaticframeexpl_DO_enigm.3a,enigmaticframeexpl_DO_enigmatic.frame_expl,enigmaticframeexpl_DO_enigm.1a,enigmaticframeexpl_DO_time.enig.frame.expl,explanationbenefit_DO_explanation_benefit,explanationbenefit_DO_explben.2a,explanationbenefit_DO_time.expl.benefit,explanationbenefit_DO_explben.2b,explanationbenefit_DO_explben.3a,explanationbenefit_DO_explben.3b,explanationbenefit_DO_explben.1a,explanationbenefit_DO_explben.1b,explanationrisk_DO_expl_risk.1a,explanationrisk_DO_expl_risk.1b,explanationrisk_DO_explanation_risk,explanationrisk_DO_expl_risk.2a,explanationrisk_DO_expl_risk.2b,explanationrisk_DO_time.expl.risk,explanationrisk_DO_expl_risk.3a,explanationrisk_DO_expl_risk.3b,explanationbalanced_DO_expl.bal.3b,explanationbalanced_DO_explanation_balanced,explanationbalanced_DO_expl.bal.1b,explanationbalanced_DO_expl.bal.2a,explanationbalanced_DO_expl.bal.2b,explanationbalanced_DO_time.expl.balanced,explanationbalanced_DO_expl.bal.3a,explanationbalanced_DO_expl.bal.1a,enigmaticexplbenef_DO_enigmatic.expl.benef,enigmaticexplbenef_DO_enigmatic.expl.ben1a,enigmaticexplbenef_DO_enigmatic.expl.ben3b,enigmaticexplbenef_DO_time.enigm.expl.ben,enigmaticexplbenef_DO_enigmatic.expl.ben1b,enigmaticexplbenef_DO_enigmatic.expl.ben2a,enigmaticexplbenef_DO_enigmatic.expl.ben2b,enigmaticexplbenef_DO_enigmatic.expl.ben3a,Enigmaticexplrisk_DO_enigmatic.expl.risk,Enigmaticexplrisk_DO_time.enigm.expl.risk,Enigmaticexplrisk_DO_enigmatic.ex.risk3b,Enigmaticexplrisk_DO_enigmatic.ex.risk2b,Enigmaticexplrisk_DO_enigmatic.ex.risk3a,Enigmaticexplrisk_DO_enigmatic.ex.risk1a,Enigmaticexplrisk_DO_enigmatic.ex.risk1b,Enigmaticexplrisk_DO_enigmatic.ex.risk2a,Enigmaticexplanationbalanced_DO_enigmatic.expl.balan,Enigmaticexplanationbalanced_DO_time.enigm.expl.bal,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2b,Token,byear,age_cont,age_4_rec,age_6_rec,age_7_rec,sex_rec,edu_clean,edu_2_rec,edu_3_rec,etn_2_rec,etn_3_rec,geo_prov_rec,geo_gem,geo_nielsen5_rec,geo_nielsen6_rec,urb,vote.recall_rec,weight,weight_trimmed_0.970,weight_trimmed_0.980,weight_trimmed_0.990
R_1rxDhWja7gBxSdt,5/16/2023 16:38,5/16/2023 16:43,269.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,29.55,0.00,,,,,,,,,,,,,,,,,,,,,3,4,4,4,3,3,4,3,4,2,3,2,2,1,2,4,3,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330226,1946,77,4,6,7,1,6,1,1,1,1,8,361,2,2,2,6,0.63,0.69,0.69,0.64
R_1Yqi2vixjIGpx5L,5/20/2023 14:20,5/20/2023 14:22,108.00,,,,,,,,,,,,,,,,,0.00,0.00,2.46,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,4,5,5,4,5,5,5,4,5,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680896,2000,23,1,1,1,1,2,2,3,1,1,4,228,4,4,2,13,1.04,1.10,1.09,1.05
R_1ZeFPvpSARSR9pT,5/17/2023 17:53,5/17/2023 17:56,177.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,12.34,14.59,2.00,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,2,3,3,2,2,2,2,1,2,2,2,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640592,1975,48,2,4,4,2,2,2,3,2,2,12,518,1,1,1,13,1.01,1.07,1.06,1.02
R_20Sy2QmwN4XkA1O,5/17/2023 22:21,5/17/2023 22:24,193.00,,,,,,,,,2.13,2.13,16.79,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,3,3,4,3,3,2,4,4,4,4,3,,,1.00,,,,,,,,,,,,,,,,2.00,,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334113,1979,44,2,3,3,1,2,2,3,1,1,10,307,2,2,2,1,0.71,0.77,0.77,0.72
R_216RQjZp1jCbjd7,5/20/2023 13:17,5/20/2023 13:19,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,20.37,21.20,2.00,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,3,4,3,4,2,2,4,2,2,2,3,4,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004105,1972,51,3,4,4,1,2,2,3,1,1,10,307,2,2,2,1,0.71,0.77,0.76,0.72
R_21FLRJTJVleXjdt,5/17/2023 18:14,5/17/2023 18:16,176.00,,,,,,,,,,,,,,,,,,,,,1.24,9.72,12.37,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,5,2,4,4,4,4,3,4,3,3,4,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252762,1959,64,3,5,5,1,6,1,1,1,1,4,202,4,4,2,66,1.04,1.10,1.09,1.05
R_21hnrVHBnpcDdks,5/20/2023 5:58,5/20/2023 6:01,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,1.78,0.00,,,,,,,,,,,,,2,2,3,3,4,3,3,2,4,4,4,3,2,2,2,3,4,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,581170,1973,50,3,4,4,1,5,1,1,1,1,8,1980,2,2,3,1,1.04,1.10,1.09,1.05
R_21z8JUKTd4x4pJR,5/18/2023 15:13,5/18/2023 15:17,207.00,,,,,0.00,0.00,13.67,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,4,2,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948469,1950,73,4,6,6,2,6,1,1,1,1,9,141,4,4,2,5,1.73,1.79,1.78,1.74
R_22lc8m9tdcAxRLi,5/21/2023 0:56,5/21/2023 1:00,225.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,39.16,0.00,,,,,,,,,,,,,,,,,2,2,2,3,2,2,3,2,3,1,4,4,4,4,4,2,4,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401755,1986,37,2,3,3,2,2,2,3,1,1,8,451,2,2,3,13,1.01,1.07,1.06,1.02
R_22miOKhwYwgbVyF,5/17/2023 20:00,5/17/2023 20:03,167.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,28.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,5,2,4,1,3,3,3,4,4,2,4,5,5,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296218,1969,54,3,4,4,1,3,1,2,2,3,12,1978,2,2,5,2,0.67,0.74,0.73,0.68
R_22PutleIMGzAunU,5/17/2023 18:13,5/17/2023 18:15,116.00,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,16.83,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,3,4,1,3,4,4,4,3,3,4,4,4,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569429,1984,39,2,3,3,1,2,2,3,1,1,9,166,4,4,3,12,0.71,0.77,0.77,0.72
R_22ylr2eeufwn6Js,5/20/2023 12:37,5/20/2023 12:39,128.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,18.06,0.00,,,,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,2.00,,,,,,,,,,,648311,1967,56,3,5,5,1,6,1,1,1,1,1,114,3,3,4,1,1.04,1.10,1.09,1.05
R_22Yu3M2HDxVZavR,5/21/2023 22:58,5/21/2023 23:03,301.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,44.98,0.00,,,,,2,3,4,4,4,2,3,2,4,1,1,2,2,3,2,3,2,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,2.00,,,,,,,,,,,,,,743144,1957,66,4,6,6,1,4,1,2,1,1,10,307,2,2,2,2,0.40,0.46,0.46,0.41
R_23dE2efOIPBbQd0,5/18/2023 1:15,5/18/2023 1:18,171.00,0.00,0.00,10.64,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249815,1959,64,3,5,5,1,5,1,1,1,1,5,14,3,3,1,,1.04,1.10,1.09,1.05
R_23UkmoZQ0uC3n2C,5/19/2023 9:36,5/19/2023 9:41,271.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96,13.96,29.85,1.00,,,,,,,,,3,3,3,3,4,3,4,2,4,3,3,4,3,3,2,4,3,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,2.00,3.00,,,,,,,,,,,,,,,,,,,,,739874,1954,69,4,6,6,1,4,1,2,1,1,12,505,2,2,1,6,0.40,0.46,0.46,0.41
R_23W77Jy0HQD9CAN,5/22/2023 9:57,5/22/2023 10:02,323.00,,,,,,,,,,,,,,,,,0.00,0.00,25.71,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,3,3,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647383,1938,85,4,6,7,1,3,1,2,1,1,12,599,1,1,1,1,0.40,0.46,0.46,0.41
R_240BfBz5HzWLY55,5/18/2023 7:05,5/18/2023 8:38,5550.00,,,,,,,,,,,,,,,,,,,,,,,,,4.46,14.74,16.72,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,2,5,2,5,5,4,3,3,3,5,3,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778821,1950,73,4,6,6,1,4,1,2,1,1,6,882,5,5,3,3,0.40,0.46,0.46,0.41
R_247WlSfXuTuopyW,5/17/2023 21:54,5/17/2023 21:58,221.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,28.38,30.23,3.00,,,,,,,,,,,,,2,2,2,2,2,2,4,2,4,2,3,2,2,2,2,4,2,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,2.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,374558,1946,77,4,6,7,1,4,1,2,1,1,4,299,4,4,3,98,0.40,0.46,0.46,0.41
R_24hLlJNIbcgeJUv,5/20/2023 18:59,5/20/2023 19:02,157.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,4.02,8.20,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610199,1960,63,3,5,5,1,2,2,3,2,3,8,402,2,2,1,14,0.71,0.77,0.76,0.72
R_25LtXhYKDvW6h8q,5/17/2023 21:34,5/17/2023 21:41,437.00,,,,,,,,,0.00,0.00,29.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,2,3,4,1,1,1,1,1,1,1,1,,,1.00,,,,,,,,,,,,,,,,,,,2.00,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463342,1936,87,4,6,7,2,6,1,1,1,1,10,736,2,2,4,2,1.73,1.79,1.78,1.74
R_25Mc6wQzMlh3UKS,5/17/2023 18:03,5/17/2023 18:06,218.00,,,,,0.00,0.00,8.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,2,4,2,4,4,4,3,2,3,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978471,2002,21,1,1,1,1,3,1,2,1,1,8,361,2,2,2,1,2.50,2.50,2.56,2.51
R_25NOWQr6E4Itgp1,5/17/2023 23:07,5/17/2023 23:10,195.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.58,35.84,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,2,4,3,3,2,2,2,2,1,1,4,2,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674175,1998,25,1,2,2,2,2,2,3,1,1,12,599,1,1,1,17,1.99,2.06,2.05,2.00
R_25Ww3v4GGXg8ZpU,5/18/2023 8:06,5/18/2023 8:10,244.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,17.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001995,1959,64,3,5,5,2,4,1,2,1,1,12,1926,2,2,2,1,0.80,0.86,0.85,0.81
R_25yIxfbU13mOu3f,5/16/2023 16:35,5/16/2023 16:38,199.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,14.03,0.00,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,3,3,3,4,2,3,3,2,2,2,3,3,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777485,1959,64,3,5,5,1,3,1,2,1,1,12,518,1,1,1,2,0.67,0.74,0.73,0.68
R_26a3BUyPg8foc0y,5/17/2023 18:17,5/17/2023 18:19,123.00,,,,,,,,,4.73,5.39,11.55,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,3,,,1.00,,,,,,,,,,,,,,,2.00,,,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854416,1971,52,3,4,4,2,4,1,2,1,1,10,345,2,2,2,12,0.80,0.86,0.85,0.81
R_26aURoYqRhj0rYo,5/21/2023 16:53,5/21/2023 17:05,737.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02,40.19,43.16,4.00,,,,,,,,,,,,,,,,,,,,,2,3,4,3,2,2,4,3,4,1,1,4,2,1,1,4,3,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774598,1961,62,3,5,5,1,1,2,3,1,1,7,777,5,5,2,15,0.71,0.77,0.76,0.72
R_26hzRFWQkW2wohv,5/18/2023 10:19,5/18/2023 10:21,119.00,,,,,,,,,0.00,0.00,12.97,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,4,4,,,1.00,,,,,,,,,,,,,,,,2.00,,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649264,1947,76,4,6,7,1,3,1,2,1,1,3,1940,3,3,4,8,0.40,0.46,0.46,0.41
R_26nnQrMTLSumvJF,5/17/2023 17:53,5/17/2023 17:56,201.00,8.49,8.49,10.98,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,4,4,2,4,4,4,3,3,2,2,4,3,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633969,1955,68,4,6,6,1,2,2,3,2,2,7,826,5,5,2,1,0.36,0.43,0.42,0.37
R_27KDoqvOQybkflG,5/18/2023 4:38,5/18/2023 4:43,344.00,,,,,9.59,9.59,14.22,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3,3,4,2,3,2,2,2,2,2,2,4,2,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618592,1971,52,3,4,4,1,4,1,2,2,2,12,599,1,1,1,1,0.67,0.74,0.73,0.68
R_27OPIeACjuGchnl,5/18/2023 13:27,5/18/2023 13:31,237.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,14.58,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,3,3,4,2,2,1,1,2,2,4,3,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658424,1943,80,4,6,7,1,6,1,1,1,1,12,505,2,2,1,10,0.63,0.69,0.69,0.64
R_27Pd3FRQ45jY5Ll,5/17/2023 17:42,5/17/2023 17:45,168.00,,,,,,,,,,,,,,,,,,,,,,,,,12.56,19.33,19.80,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,4,3,4,2,2,4,3,2,2,3,3,,,,,,,1.00,,,,,,,,,,,,,,,,,,,2.00,,,,1.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71149,1978,45,2,4,4,1,1,2,3,1,1,7,748,5,5,2,1,0.71,0.77,0.77,0.72
R_28LGY6IZomEgRIg,5/17/2023 18:51,5/17/2023 18:56,294.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.22,30.22,30.24,1.00,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,3,3,3,4,2,2,2,2,2,2,3,2,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381569,1946,77,4,6,7,2,1,2,3,1,1,8,363,1,1,1,6,0.52,0.58,0.57,0.53
R_28UsWn3v3NuUSeX,5/17/2023 18:31,5/17/2023 18:35,268.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32,19.53,20.39,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,4,2,3,2,4,1,2,4,4,3,4,4,2,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740456,1965,58,3,5,5,1,3,1,2,2,2,9,183,4,4,5,5,0.67,0.74,0.73,0.68
R_294aTnAeuBJ9o4F,5/20/2023 18:18,5/20/2023 18:21,172.00,,,,,,,,,16.38,16.38,16.96,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,3,2,4,2,2,2,2,2,2,3,2,,,1.00,,,,,,,,,,,,,,,2.00,,,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651539,1960,63,3,5,5,2,3,1,2,2,2,11,654,5,5,5,6,0.80,0.86,0.85,0.81
R_29gDcVv5egz36Vs,5/17/2023 20:09,5/17/2023 20:25,936.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.50,97.32,100.27,2.00,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,5,1,5,3,2,2,3,2,1,1,2,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962536,1953,70,4,6,6,1,1,2,3,1,1,7,1709,5,5,4,2,0.36,0.43,0.42,0.37
R_29mFSF107BLYvkY,5/17/2023 20:43,5/20/2023 17:29,247554.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,10.27,14.27,2.00,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,3,4,1,5,2,2,1,3,2,1,4,4,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991112,1986,37,2,3,3,1,2,2,3,2,2,8,363,1,1,1,,0.71,0.77,0.77,0.72
R_29p5bzkIn5VeT86,5/20/2023 10:47,5/20/2023 10:51,202.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23,20.23,21.34,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,5,1,4,5,4,3,3,3,2,3,4,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620720,1976,47,2,4,4,1,3,1,2,2,3,12,518,1,1,1,14,1.29,1.35,1.34,1.30
